name,sousTitre,description,logoUrl,redirectionUrl,redirectionLabel,iframeUrl,extendLabel,isListed
Aldo,Calculer le stock et les flux de carbone sur votre territoire,"L'outil ALDO est un outil ADEME. Simple d’utilisation, open-source et accessible en ligne, il est disponible gratuitement et sans téléchargement.",https://aldo.territoiresentransitions.fr/static/images/logo_ALDO.png,https://aldo.territoiresentransitions.fr/,,,,FALSE
IQAir,Découvrez la qualité de l'air de votre commune,"IQAir L'Agence européenne pour l'environnement (AEE) exploite a plus grande plateforme gratuite de surveillance de la qualité de l'air en temps réel au monde, qui permet aux particuliers, aux chercheurs et aux gouvernements de surveiller, de comprendre et d'agir pour protéger la santé des populations dans le monde entier.",https://www.iqair.com/dl/web/logos/ic-logo-iq-air-blue.svg,https://www.iqair.com/fr/france,,,,FALSE
Sésame,Intégrer l’arbre dans vos projets de renaturation urbaine,"Destiné en particulier aux collectivités, Sésame permet d’identifier les espèces les plus à même de produire les services attendus dans le cadre de projets d’aménagement ou de végétalisation.

",https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,https://sesame.cerema.fr/,,,,FALSE
MUREX,Mutualiser et stocker les données de Retours d’Expérience Post-Inondation avec la plateforme muREX,"muREX est un outil simple de mutualisation pour stocker, mettre en commun les informations collectées par les acteurs qui réalisent un retour d’expérience après inondations.",https://www.cerema.fr/sites/default/files/styles/uas_narrow/public/images/paragraph/2019/06/logo-mrex.png?itok=8dKhR-SM,https://www.cerema.fr/fr/centre-ressources/applications/appli-ges-urba,,,,FALSE
GES Urba,Une application d'aide à la décision en ligne pour intégrer les enjeux énergie-climat dans les projets de territoire.,"L’application GES Urba, outil d’aide à la décision, vient en appui de la réflexion de la collectivité lors de l’élaboration de son projet de territoire en comparant différents scénarios d’aménagement sur les champs des consommations d’énergie et des émissions de GES.",https://www.cerema.fr/sites/default/files/styles/uas_landscape_large/public/images/paragraph/2020/07/ges-urba.gif?itok=X4V5oR7S,,,,,FALSE
PETRA,Outil d’analyse de l’impact des projets d’aménagement et d’urbanisme sur les territoires,"PETRA est un logiciel permettant de rédiger des pièces écrites techniques de DCE travaux d'ouvrages d'art (CCTP, Bordereau des Prix Unitaires, cadre du Détail Estimatif), cohérentes entre elles et qui respectent les références réglementaires en vigueur. Pour cela il s'appuie sur une base de données, les bibles, mises à jour par le Cerema.",https://logiciels-oa.cerema.fr/PETRA/img/PETRA.png,https://logiciels-oa.cerema.fr/PETRA/petra.html,,,,FALSE
CONVA,Outil d’analyse des conditions de passage des convois exceptionnels,"Afin de mieux traiter les demandes d’autorisation du passage de convois exceptionnels, l outil Convoa a été développé afin d’analyser les conditions de passage sur les ouvrages d’art courants. En définissant un itinéraire routier à partir des bases de données des ouvrages d’art, Convoa simule le passage d’un convoi et évaluer structurellement des ouvrages courants par comparaison des sollicitations des charges de dimensionnment à celles des charges de convois à verifier.",https://logiciels-oa.cerema.fr/CONVOA/img/CONVOA.png,https://logiciels-oa.cerema.fr/CONVOA/convoa.html,,,,FALSE
Plateforme ÉcoQuartier,"La démarche ÉcoQuartier accompagne les acteurs de tous les territoires pour concevoir, construire et gérer des villes et territoires qui répondent aux principes du développement durable de l'Agenda 2030.","Pour guider les porteurs de projets, le ministère a élaboré un référentiel structuré autour de quatre dimensions - démarche et processus, cadre de vie et usages, développement territorial, environnement et climat – qui répondent aux enjeux de développement durable portés par l'Organisation des Nations Unies (ONU).",https://www.ecoquartiers.logement.gouv.fr/img/v2023/logo-demarche-ecoquartier.png,https://www.ecoquartiers.logement.gouv.fr/demarche/,,,,FALSE
ClimEssences,"Le site ClimEssences, proposé par le RMT AFORCE, met à disposition une série d’aides pour le choix des essences (espèces forestières arborées) dans le contexte du changement climatique.","Les fonctionnalités proposées permettent, d’améliorer sa connaissance des essences, de comprendre les évolutions du climat selon différents scénarios de changements climatiques, à l'échelle d'une région forestière et d’outiller la réflexion sur le choix des essences en climat changeant.",https://climessences.fr/sites/default/files/Logo%20avec%20AFORCE.JPG,https://climessences.fr/,,,,FALSE
Outil FAVEUR,Estimez l'impact des toitures végétalisées sur le ruissellement urbain,"L’outil que vous allez utiliser évalue les performances hydriques des toitures terrasses végétalisées. Il est très simple d’utilisation et il a été développé à l’intention des acteurs opérationnels intéressés par les toitures terrasses végétalisées. Il suffit de saisir quelques paramètres de la toiture usuellement connus dans un projet d’aménagement, et l’outil calcule les performances.",https://wiki.resilience-territoire.ademe.fr/images/resilienceterritoire/d/d0/Logo-cerema.png,https://faveur.cerema.fr/public/home,,,,FALSE
Indicateur pluviométrique,Cet indicateur vous permet de visualiser les déficits et excédents en précipitations sur votre département,"Pour cela, une ""normale"" de précipitations est établie, sur la base des données 1997-2020, et vous pouvez comparer une année individuelle sur la base de cette normale.",https://static.infoclimat.net/images/v5.1/logo_IC_5.1.png,https://www.infoclimat.fr/climato/indicateur_national_RR.php,,,,FALSE
Parcel,Définissez une surface agricole et découvrez combien de personnes vous pouvez nourrir avec.,"PARCEL est un outil web simple, ludique et gratuit, permettant d’évaluer pour un territoire donné les surfaces agricoles nécessaires pour se nourrir localement, ainsi que les emplois agricoles et les impacts écologiques associés à d’éventuels changements de mode de production agricole et/ou de régimes alimentaires (émissions de gaz à effet de serre, pollution des ressources en eau, effets sur la biodiversité…)",https://parcel-app.org/assets/img/logos/logo-parcel.svg,https://territoiresfertiles.fr/simulateur/,,,,FALSE
VigiEau,S’informer sur les restrictions d’eau en période de sécheresse,"Faire évoluer les usagers vers des pratiques sobres de l’eau, en particulier en période de sécheresse",https://vigieau.gouv.fr/logo_vigie_eau.svg,https://vigieau.gouv.fr/?profil=collectivite,,,,FALSE
Aigle,"Un outil pour lutter contre la cabanisation et les détournements d’usages d’espaces naturels, agricoles et forestiers.",Lutter contre la cabanisation et les détournements d’usage des espaces naturels. Objectif : Arriver à une remise en état de la parcelle,https://aigle.beta.gouv.fr/logo_small.png,https://aigle.beta.gouv.fr/#/accueil,,,,FALSE
,Plateforme de recueil et de suivi des consommations d'énergie du secteur tertiaire,,,https://operat.ademe.fr/public/home,,,,
